QueryNumber;DocRanking;DocNumber;Similarity
00001;1;00568;0.7678417295929183
00001;2;00533;0.76070499892068
00001;3;00392;0.7403246251083249
00001;4;00011;0.7015314411297621
00001;5;00302;0.6917284000813507
00001;6;00437;0.689788838257735
00001;7;01180;0.6670229893665695
00001;8;00043;0.6538632216525045
00001;9;00441;0.6298388801806568
00001;10;00189;0.6239814945003361
00001;11;00052;0.6170247290039234
00001;12;00311;0.6157710581701471
00001;13;00856;0.5844809118502635
00001;14;00499;0.5842819433649914
00001;15;00159;0.5773081951773638
00001;16;00813;0.5773081951773638
00001;17;00875;0.5772452484884522
00001;18;00950;0.5772452484884522
00001;19;00219;0.5772339256955045
00001;20;00317;0.577064369999193
00001;21;00531;0.5753735899552821
00001;22;00107;0.5745319618910095
00001;23;00848;0.5745319618910095
00001;24;01081;0.5745319618910095
00001;25;01016;0.5745319618910094
00001;26;00163;0.5743195039942633
00001;27;00458;0.5743195039942633
00001;28;00543;0.5743195039942633
00001;29;00398;0.5722417823912671
00001;30;00179;0.5717118630919523
00001;31;00676;0.5696710219951461
00001;32;00982;0.5639606570476577
00001;33;00333;0.5626555605345229
00001;34;00352;0.5626555605345229
00001;35;00914;0.5626555605345229
00001;36;01103;0.5615800337388746
00001;37;00288;0.5615800337388744
00001;38;00459;0.5615800337388744
00001;39;00693;0.5615800337388744
00001;40;00962;0.5615800337388744
00001;41;01071;0.5615800337388744
00001;42;01168;0.5615800337388744
00001;43;01227;0.5615800337388744
00001;44;00753;0.560371928920569
00001;45;00827;0.5585651488223772
00001;46;00511;0.5549869330427396
00001;47;00512;0.5549869330427396
00001;48;01112;0.5534918012508377
00001;49;00496;0.5506182042009583
00001;50;00502;0.5506182042009583
00001;51;00738;0.5506182042009583
00001;52;00805;0.5506182042009582
00001;53;00754;0.5454404790062496
00001;54;00439;0.5449058070426938
00001;55;00606;0.5430436770341458
00001;56;00742;0.5383518185974857
00001;57;00281;0.532560216158997
00001;58;00538;0.532560216158997
00001;59;00061;0.5325602161589968
00001;60;00106;0.5325602161589968
00001;61;00290;0.5325602161589968
00001;62;00523;0.5325602161589968
00001;63;00542;0.5325602161589968
00001;64;00651;0.5325602161589968
00001;65;00758;0.5325602161589968
00001;66;00767;0.5325602161589968
00001;67;00970;0.5325602161589968
00001;68;00999;0.5325602161589968
00001;69;00166;0.5195201733253259
00001;70;00451;0.5195201733253259
00001;71;00710;0.5195201733253259
00001;72;01188;0.5163317250549415
00001;73;00552;0.5115535916388461
00001;74;00734;0.5115535916388461
00001;75;00735;0.5115535916388461
