QueryNumber;DocRanking;DocNumber;Similarity
00001;1;00533;0.8236150104431481
00001;2;00392;0.782859604965183
00001;3;00568;0.7512126770861289
00001;4;00052;0.7165373021739923
00001;5;00011;0.6944888287571728
00001;6;00950;0.6857908998204644
00001;7;01180;0.6821348298505684
00001;8;00437;0.6808928698563207
00001;9;00302;0.6763826923742654
00001;10;00753;0.6763826923742654
00001;11;00043;0.6756710459564119
00001;12;00502;0.669331166180692
00001;13;00734;0.659010766728824
00001;14;00735;0.659010766728824
00001;15;00189;0.6439602126913107
00001;16;00451;0.6439602126913107
00001;17;00441;0.6232058068293286
00001;18;00503;0.6148453935493263
00001;19;00957;0.6067193612552593
00001;20;00311;0.5990198592818284
00001;21;00430;0.5990198592818284
00001;22;00067;0.5990198592818283
00001;23;01167;0.5990198592818283
00001;24;00499;0.5799810688947938
00001;25;00459;0.5773488226642091
00001;26;00767;0.5773488226642091
00001;27;00848;0.5773488226642091
00001;28;01035;0.5773488226642091
00001;29;01066;0.5773488226642091
00001;30;01152;0.5773488226642091
00001;31;00251;0.577348822664209
00001;32;00676;0.577348822664209
00001;33;00875;0.5773466363730082
00001;34;00532;0.576711727411942
00001;35;00219;0.5764946446998187
00001;36;00673;0.5759849292654022
00001;37;00552;0.5744919874914542
00001;38;00317;0.5743606183946115
00001;39;00159;0.5739569813251663
00001;40;00414;0.5739569813251663
00001;41;00629;0.5739569813251663
00001;42;00813;0.5739569813251663
00001;43;01081;0.5739569813251663
00001;44;00696;0.5739569813251661
00001;45;00288;0.5713709362121282
00001;46;00290;0.5713709362121282
00001;47;00458;0.5713709362121282
00001;48;00543;0.5713709362121282
00001;49;00693;0.5713709362121282
00001;50;00844;0.5713709362121282
00001;51;00907;0.5713709362121282
00001;52;00912;0.5713709362121282
00001;53;00962;0.5713709362121282
00001;54;00999;0.5713709362121282
00001;55;01009;0.5713709362121282
00001;56;01012;0.5713709362121282
00001;57;01103;0.5713709362121282
00001;58;01168;0.5713709362121282
00001;59;01224;0.5713709362121282
00001;60;01225;0.5713709362121282
00001;61;00982;0.5712033336069436
00001;62;00856;0.5707300664759349
00001;63;00179;0.567422809586784
00001;64;00467;0.5670677805057291
00001;65;00914;0.5670677805057291
00001;66;00163;0.566371471874816
00001;67;01071;0.5663714718748158
00001;68;00754;0.5611080217822688
00001;69;00827;0.5585651488223772
00001;70;00224;0.5572989162246237
00001;71;00511;0.5544982076081902
00001;72;00512;0.5544982076081902
00001;73;00854;0.5543813991749652
00001;74;00398;0.5538970951843825
00001;75;00617;0.5538970951843823
00001;76;00943;0.5538970951843823
00001;77;00333;0.5535899124070285
00001;78;00352;0.5535899124070285
00001;79;00303;0.5495612813959553
00001;80;00582;0.5492390944590035
00001;81;00439;0.5482395870912508
00001;82;00314;0.5480490714770104
00001;83;00308;0.5473951652536175
00001;84;00323;0.5473951652536175
00001;85;00506;0.5473951652536175
00001;86;00508;0.5473951652536175
00001;87;00538;0.5473951652536175
00001;88;00575;0.5473951652536175
00001;89;00698;0.5473951652536175
00001;90;00747;0.5473951652536175
00001;91;00836;0.5473951652536175
00001;92;00963;0.5473951652536175
00001;93;01016;0.5473951652536175
00001;94;01091;0.5473951652536175
00001;95;01159;0.5473951652536175
00001;96;00061;0.5473951652536174
00001;97;00090;0.5473951652536174
00001;98;00106;0.5473951652536174
00001;99;00107;0.5473951652536174
00001;100;00359;0.5473951652536174
00001;101;00389;0.5473951652536174
00001;102;00523;0.5473951652536174
00001;103;00651;0.5473951652536174
00001;104;00758;0.5473951652536174
00001;105;00892;0.5473951652536174
00001;106;00970;0.5473951652536174
00001;107;00981;0.5473951652536174
00001;108;01043;0.5473951652536174
